 0	       0	       0	       0	       0	  0	       0	             0	             0	             0	       0	       0	             0	             0	       0	       0	             0	       0	       0	       0	  0
T3	-(T1+T3)	      T1	       0	       0	  0	       0	             0	             0	             0	       0	       0	             0	             0	       0	       0	             0	       0	       0	       0	  0
 0	      T3	-(T1+T3)	      T1	       0	  0	       0	             0	             0	             0	       0	       0	             0	             0	       0	       0	             0	       0	       0	       0	  0
 0	       0	      T3	-(T1+T3)	      T1	  0	       0	             0	             0	             0	       0	       0	             0	             0	       0	       0	             0	       0	       0	       0	  0
 0	       0	       0	      T3	-(T1+T3)	 T1	       0	             0	             0	             0	       0	       0	             0	             0	       0	       0	             0	       0	       0	       0	  0
 0	       0	       0	       0	      T3	-T3	       0	             0	             0	             0	       0	       0	             0	             0	       0	       0	             0	       0	       0	       0	  0
T2	       0	       0	       0	       0	  0	-(T0+T2)	             0	             0	             0	       0	      T0	             0	             0	       0	       0	             0	       0	       0	       0	  0
 0	      T2	       0	       0	       0	  0	      T3	-(T0+T1+T2+T3)	            T1	             0	       0	       0	            T0	             0	       0	       0	             0	       0	       0	       0	  0
 0	       0	      T2	       0	       0	  0	       0	            T3	-(T0+T1+T2+T3)	            T1	       0	       0	             0	            T0	       0	       0	             0	       0	       0	       0	  0
 0	       0	       0	      T2	       0	  0	       0	             0	            T3	-(T0+T1+T2+T3)	      T1	       0	             0	             0	      T0	       0	             0	       0	       0	       0	  0
 0	       0	       0	       0	      T2	  0	       0	             0	             0	            T3	-(T2+T3)	       0	             0	             0	       0	       0	             0	       0	       0	       0	  0
 0	       0	       0	       0	       0	  0	      T2	             0	             0	             0	       0	-(T0+T2)	             0	             0	       0	      T0	             0	       0	       0	       0	  0
 0	       0	       0	       0	       0	  0	       0	            T2	             0	             0	       0	      T3	-(T0+T1+T2+T3)	            T1	       0	       0	            T0	       0	       0	       0	  0
 0	       0	       0	       0	       0	  0	       0	             0	            T2	             0	       0	       0	            T3	-(T0+T1+T2+T3)	      T1	       0	             0	      T0	       0	       0	  0
 0	       0	       0	       0	       0	  0	       0	             0	             0	            T2	       0	       0	             0	            T3	-(T2+T3)	       0	             0	       0	       0	       0	  0
 0	       0	       0	       0	       0	  0	       0	             0	             0	             0	       0	      T2	             0	             0	       0	-(T0+T2)	             0	       0	      T0	       0	  0
 0	       0	       0	       0	       0	  0	       0	             0	             0	             0	       0	       0	            T2	             0	       0	      T3	-(T0+T1+T2+T3)	      T1	       0	      T0	  0
 0	       0	       0	       0	       0	  0	       0	             0	             0	             0	       0	       0	             0	            T2	       0	       0	            T3	-(T2+T3)	       0	       0	  0
 0	       0	       0	       0	       0	  0	       0	             0	             0	             0	       0	       0	             0	             0	       0	      T2	             0	       0	-(T0+T2)	       0	 T0
 0	       0	       0	       0	       0	  0	       0	             0	             0	             0	       0	       0	             0	             0	       0	       0	            T2	       0	      T3	-(T2+T3)	  0
 0	       0	       0	       0	       0	  0	       0	             0	             0	             0	       0	       0	             0	             0	       0	       0	             0	       0	      T2	       0	-T2
